PlayerName,PlayerId,Pos,Team,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints,Year
CeeDee Lamb,2563848,WR,DAL,,,,113.0,2.0,135.0,1749.0,12.0,,,1.0,3.0,36.23,14.0,135.0,149.0,135.0,181.0,75.0,31.0,20.0,22.0,1,336.2,2023
Tyreek Hill,2556214,WR,MIA,,,,15.0,,119.0,1799.0,13.0,,,,1.0,25.33,6.0,119.0,125.0,119.0,171.0,70.0,23.0,14.0,14.0,2,324.4,2023
Amon-Ra St. Brown,2566073,WR,DET,,,,24.0,,119.0,1515.0,10.0,,,,1.0,31.78,4.0,119.0,123.0,119.0,164.0,73.0,23.0,16.0,11.0,3,279.1,2023
Puka Nacua,2570026,WR,LA,,,,89.0,,105.0,1486.0,6.0,,,,1.0,29.51,12.0,105.0,117.0,105.0,160.0,66.0,16.0,11.0,11.0,5,246.5,2023
Mike Evans,2543468,WR,TB,,,,,,79.0,1255.0,13.0,,,,,23.01,,79.0,79.0,79.0,136.0,58.0,14.0,5.0,12.0,6,245.5,2023
A.J. Brown,2562238,WR,PHI,,,,,,106.0,1456.0,7.0,,,,2.0,32.28,,106.0,106.0,106.0,158.0,67.0,15.0,8.0,8.0,7,238.1,2023
Nico Collins,2566127,WR,HOU,,,,7.0,,80.0,1297.0,8.0,,,1.0,1.0,26.23,1.0,80.0,81.0,80.0,109.0,73.0,15.0,9.0,8.0,8,224.4,2023
Keenan Allen,2540154,WR,LAC,49.0,1.0,,6.0,,108.0,1243.0,7.0,,,,2.0,22.67,2.0,108.0,110.0,108.0,150.0,72.0,12.0,7.0,10.0,9,223.86,2023
Stefon Diggs,2552608,WR,BUF,,,,5.0,,107.0,1183.0,8.0,,,1.0,2.0,28.97,1.0,107.0,108.0,107.0,160.0,67.0,14.0,10.0,4.0,10,222.8,2023
Davante Adams,2543495,WR,LV,,,,,,103.0,1144.0,8.0,,,,,24.3,,103.0,103.0,103.0,175.0,59.0,29.0,16.0,20.0,11,215.4,2023
Ja'Marr Chase,2565941,WR,CIN,-7.0,,,-6.0,,100.0,1216.0,7.0,,,,1.0,23.03,3.0,100.0,103.0,100.0,145.0,69.0,19.0,12.0,11.0,12,214.72,2023
Brandon Aiyuk,2565093,WR,SF,,,,,,75.0,1342.0,7.0,,,,1.0,31.28,,75.0,75.0,75.0,105.0,71.0,8.0,5.0,4.0,13,213.2,2023
Deebo Samuel,2562721,WR,SF,,,,225.0,5.0,60.0,892.0,7.0,,,,1.0,31.28,37.0,60.0,97.0,60.0,89.0,67.0,17.0,20.0,6.0,14,211.7,2023
Jordan Addison,2570074,WR,MIN,,,,2.0,,70.0,911.0,10.0,,,,,33.34,1.0,70.0,71.0,70.0,108.0,65.0,15.0,8.0,10.0,17,193.6,2023
Amari Cooper,2552487,WR,CLE,,,,,,72.0,1250.0,5.0,,,1.0,2.0,30.62,,72.0,72.0,72.0,128.0,56.0,13.0,5.0,4.0,18,191.5,2023
Calvin Ridley,2560854,WR,JAX,,,,23.0,,76.0,1016.0,8.0,,,1.0,1.0,30.92,9.0,76.0,85.0,76.0,136.0,56.0,26.0,8.0,15.0,19,191.4,2023
DeAndre Hopkins,2540165,WR,TEN,,,,9.0,,75.0,1057.0,7.0,,,,,30.07,2.0,75.0,77.0,75.0,137.0,55.0,17.0,8.0,15.0,20,190.6,2023
DeVonta Smith,2566409,WR,PHI,,,,,,81.0,1066.0,7.0,,,,1.0,32.28,,81.0,81.0,81.0,112.0,72.0,6.0,3.0,4.0,21,190.1,2023
Chris Olave,2567973,WR,NO,,,,,,87.0,1123.0,5.0,,,1.0,,23.01,,87.0,87.0,87.0,138.0,63.0,11.0,7.0,9.0,22,189.3,2023
Jakobi Meyers,2562492,WR,LV,12.0,1.0,,24.0,2.0,71.0,807.0,8.0,,,,,24.3,4.0,71.0,75.0,71.0,106.0,67.0,15.0,12.0,10.0,23,185.61,2023
Jayden Reed,2569765,WR,GB,,,,119.0,2.0,64.0,793.0,8.0,,,1.0,2.0,26.99,11.0,64.0,75.0,64.0,94.0,68.0,14.0,11.0,9.0,24,183.7,2023
Terry McLaurin,2562489,WR,WAS,,,,,,79.0,1002.0,4.0,,1.0,,,24.83,,79.0,79.0,79.0,132.0,60.0,8.0,5.0,3.0,25,178.2,2023
Rashee Rice,2569921,WR,KC,,,,-3.0,,79.0,938.0,7.0,,,,2.0,34.09,1.0,79.0,80.0,79.0,102.0,77.0,22.0,15.0,10.0,26,176.5,2023
Adam Thielen,2541785,WR,CAR,,,,6.0,,103.0,1014.0,4.0,,,1.0,2.0,31.16,1.0,103.0,104.0,103.0,137.0,75.0,14.0,9.0,15.0,27,175.5,2023
George Pickens,2568159,WR,PIT,,,,18.0,,63.0,1140.0,5.0,,,,3.0,25.4,3.0,63.0,66.0,63.0,106.0,59.0,8.0,2.0,4.0,28,172.9,2023
Justin Jefferson,2564556,WR,MIN,,,,-12.0,,68.0,1074.0,5.0,,,,1.0,33.34,1.0,68.0,69.0,68.0,100.0,68.0,11.0,4.0,6.0,29,172.2,2023
Garrett Wilson,2568048,WR,NYJ,,,,,,95.0,1042.0,3.0,,,,2.0,27.94,4.0,95.0,99.0,95.0,168.0,57.0,16.0,9.0,13.0,30,171.7,2023
Chris Godwin,2558105,WR,TB,,,,38.0,1.0,83.0,1024.0,2.0,,,1.0,,23.01,4.0,83.0,87.0,83.0,130.0,64.0,16.0,6.0,9.0,31,169.8,2023
Zay Flowers,2569573,WR,BAL,,,,56.0,1.0,77.0,858.0,5.0,,,1.0,,27.33,8.0,77.0,85.0,77.0,108.0,71.0,13.0,9.0,12.0,32,169.4,2023
Tyler Lockett,2552430,WR,SEA,,,,,,79.0,894.0,5.0,,,2.0,,27.53,,79.0,79.0,79.0,122.0,65.0,12.0,6.0,8.0,33,167.4,2023
Jaylen Waddle,2566292,WR,MIA,,,,12.0,,72.0,1014.0,4.0,,,,,25.33,3.0,72.0,75.0,72.0,104.0,69.0,8.0,3.0,8.0,34,167.1,2023
Courtland Sutton,2560888,WR,DEN,,,,,,59.0,772.0,10.0,,,,3.0,26.41,,59.0,59.0,59.0,90.0,66.0,17.0,11.0,7.0,35,160.7,2023
Romeo Doubs,2567586,WR,GB,,,,,,59.0,674.0,8.0,,,,1.0,26.99,,59.0,59.0,59.0,96.0,61.0,18.0,7.0,7.0,36,145.9,2023
Drake London,2567250,WR,ATL,22.0,,,,,69.0,905.0,2.0,,,1.0,,26.73,,69.0,69.0,69.0,110.0,63.0,16.0,10.0,11.0,38,144.38,2023
Brandin Cooks,2543498,WR,DAL,,,,35.0,,54.0,657.0,8.0,,,1.0,1.0,36.23,5.0,54.0,59.0,54.0,81.0,67.0,12.0,10.0,12.0,39,144.2,2023
Tank Dell,2569813,WR,HOU,,,,51.0,,47.0,709.0,7.0,,,,1.0,26.23,11.0,47.0,58.0,47.0,75.0,63.0,8.0,7.0,6.0,40,143.0,2023
Cooper Kupp,2557898,WR,LA,,,,-3.0,,59.0,737.0,5.0,,,1.0,,29.51,1.0,59.0,60.0,59.0,95.0,62.0,18.0,12.0,14.0,41,138.0,2023
Rashid Shaheed,2569110,WR,NO,,,,37.0,,46.0,719.0,5.0,1.0,,,1.0,23.01,7.0,46.0,53.0,46.0,75.0,61.0,7.0,2.0,2.0,42,132.6,2023
Curtis Samuel,2558066,WR,WAS,,,,39.0,1.0,62.0,613.0,4.0,,,,,24.83,7.0,62.0,69.0,62.0,91.0,68.0,15.0,11.0,13.0,43,130.7,2023
Diontae Johnson,2562674,WR,PIT,,,,,,51.0,717.0,5.0,,,,1.0,25.4,,51.0,51.0,51.0,87.0,59.0,10.0,5.0,7.0,45,126.7,2023
Josh Downs,2569861,WR,IND,,,,,,68.0,771.0,2.0,,,,,27.48,,68.0,68.0,68.0,98.0,69.0,9.0,4.0,6.0,46,126.1,2023
Christian Kirk,2560781,WR,JAX,-1.0,,,6.0,,57.0,787.0,3.0,,,,2.0,30.92,1.0,57.0,58.0,57.0,85.0,67.0,5.0,2.0,3.0,47,123.26,2023
Jaxon Smith-Njigba,2570341,WR,SEA,,,,,,63.0,628.0,4.0,,,,,27.53,,63.0,63.0,63.0,93.0,68.0,10.0,4.0,6.0,48,121.3,2023
Tee Higgins,2563731,WR,CIN,,,,,,42.0,656.0,5.0,,,,,23.03,,42.0,42.0,42.0,76.0,55.0,9.0,4.0,5.0,49,116.6,2023
Jerry Jeudy,2563896,WR,DEN,,,,,,54.0,758.0,2.0,,,,1.0,26.41,,54.0,54.0,54.0,87.0,62.0,10.0,7.0,7.0,50,114.3,2023
Tyler Boyd,2555466,WR,CIN,,,1.0,11.0,,67.0,667.0,2.0,,,,,23.03,2.0,67.0,69.0,67.0,98.0,68.0,7.0,3.0,4.0,51,112.8,2023
Marquise Brown,2562379,WR,ARI,,,,23.0,,51.0,574.0,4.0,,,,,29.5,2.0,51.0,53.0,51.0,101.0,50.0,9.0,5.0,6.0,52,112.2,2023
Josh Reynolds,2558194,WR,DET,,,,,,40.0,608.0,5.0,,,,1.0,31.78,,40.0,40.0,40.0,64.0,63.0,10.0,4.0,7.0,53,108.8,2023
Jahan Dotson,2568321,WR,WAS,,,,,,49.0,518.0,4.0,,,,,24.83,,49.0,49.0,49.0,83.0,59.0,11.0,5.0,7.0,57,100.3,2023
Dontayvion Wicks,2569759,WR,GB,14.0,,,1.0,,39.0,581.0,4.0,,,,3.0,26.99,1.0,39.0,40.0,39.0,58.0,67.0,8.0,4.0,,58,97.86,2023
Michael Wilson,2570224,WR,ARI,,,,,,38.0,565.0,3.0,,,1.0,,29.5,,38.0,38.0,38.0,58.0,66.0,7.0,4.0,3.0,61,95.5,2023
Khalil Shakir,2567334,WR,BUF,,,,10.0,,39.0,611.0,2.0,,,,1.0,28.97,1.0,39.0,40.0,39.0,45.0,87.0,2.0,3.0,2.0,62,92.6,2023
Josh Palmer,2566502,WR,LAC,,,,6.0,,38.0,581.0,2.0,,,,1.0,22.67,1.0,38.0,39.0,38.0,61.0,62.0,9.0,3.0,2.0,64,89.2,2023
Christian Watson,2567637,WR,GB,,,,11.0,,28.0,422.0,5.0,,,,,26.99,4.0,28.0,32.0,28.0,53.0,53.0,13.0,6.0,3.0,65,88.8,2023
Noah Brown,2558091,WR,HOU,,,,-1.0,,33.0,567.0,2.0,,,,,26.23,1.0,33.0,34.0,33.0,55.0,60.0,7.0,3.0,4.0,66,86.6,2023
Kendrick Bourne,2558914,WR,NE,,,,4.0,,37.0,406.0,4.0,,,,1.0,17.38,1.0,37.0,38.0,37.0,55.0,67.0,6.0,4.0,6.0,68,83.0,2023
Nelson Agholor,2552600,WR,BAL,,,,,,35.0,381.0,4.0,,,,1.0,27.33,,35.0,35.0,35.0,45.0,78.0,7.0,6.0,2.0,72,79.1,2023
Quentin Johnston,2570275,WR,LAC,,,,9.0,,38.0,431.0,2.0,,,,,22.67,3.0,38.0,41.0,38.0,67.0,57.0,8.0,4.0,3.0,74,76.5,2023
Demarcus Robinson,2555478,WR,LA,,,,23.0,,26.0,371.0,4.0,,,,2.0,29.51,1.0,26.0,27.0,26.0,39.0,67.0,9.0,4.0,9.0,77,73.0,2023
Robert Woods,2540169,WR,HOU,,,,7.0,,40.0,426.0,1.0,,,,,26.23,1.0,40.0,41.0,40.0,75.0,53.0,10.0,3.0,5.0,79,71.4,2023
Darnell Mooney,2563707,WR,CHI,,,,5.0,,31.0,414.0,1.0,,,,,27.42,2.0,31.0,33.0,31.0,61.0,51.0,7.0,2.0,5.0,82,67.0,2023
Jameson Williams,2567565,WR,DET,,,,29.0,1.0,24.0,354.0,2.0,,,,1.0,31.78,3.0,24.0,27.0,24.0,42.0,57.0,2.0,3.0,,83,66.3,2023
Zay Jones,2557863,WR,JAX,,,,,,34.0,321.0,2.0,,,,,30.92,,34.0,34.0,34.0,64.0,53.0,10.0,3.0,7.0,85,64.1,2023
Chris Moore,2555209,WR,TEN,,,,39.0,,22.0,424.0,,,,,1.0,30.07,2.0,22.0,24.0,22.0,35.0,63.0,1.0,1.0,,88,62.4,2023
Rashod Bateman,2565836,WR,BAL,,,,18.0,,32.0,367.0,1.0,,,,,27.33,1.0,32.0,33.0,32.0,56.0,57.0,3.0,1.0,2.0,89,62.0,2023
Allen Robinson,2543509,WR,PIT,,,,,,34.0,280.0,,,,,,25.4,,34.0,34.0,34.0,49.0,69.0,4.0,1.0,5.0,104,48.0,2023
Mike Williams,2558846,WR,LAC,,,,3.0,,19.0,249.0,1.0,,,,,22.67,1.0,19.0,20.0,19.0,26.0,73.0,2.0,,1.0,113,40.7,2023
Mack Hollins,2558262,WR,ATL,,,,,,18.0,251.0,,,,,,26.73,,18.0,18.0,18.0,30.0,60.0,2.0,1.0,,115,39.2,2023
Kadarius Toney,2566376,WR,KC,,,,31.0,,27.0,169.0,1.0,,,,1.0,34.09,11.0,27.0,38.0,27.0,38.0,71.0,5.0,6.0,6.0,116,38.5,2023
Jamison Crowder,2552415,WR,WAS,,,,,,16.0,159.0,1.0,,,,2.0,24.83,,16.0,16.0,16.0,20.0,80.0,1.0,,,137,26.9,2023
David Moore,2558856,WR,TB,,,,,,5.0,94.0,1.0,,,,,23.01,,5.0,5.0,5.0,7.0,71.0,,,,146,23.6,2023
River Cracraft,2559485,WR,MIA,,,,,,9.0,121.0,1.0,,,,,25.33,,9.0,9.0,9.0,12.0,75.0,4.0,1.0,5.0,148,22.6,2023
Ray-Ray McCloud,2560801,WR,SF,,,,30.0,,12.0,135.0,,,,,1.0,31.28,3.0,12.0,15.0,12.0,15.0,80.0,1.0,1.0,,151,22.0,2023
Sterling Shepard,2555295,WR,NYG,,,,6.0,,10.0,57.0,1.0,,,,1.0,37.32,1.0,10.0,11.0,10.0,22.0,45.0,7.0,3.0,4.0,157,16.8,2023
Isaiah McKenzie,2558129,WR,IND,,,,14.0,,11.0,82.0,,,,,3.0,27.48,3.0,11.0,14.0,11.0,14.0,79.0,,,,170,10.1,2023
Zach Pascal,2558877,WR,ARI,,,,,,4.0,19.0,,,,,,29.5,,4.0,4.0,4.0,15.0,27.0,3.0,1.0,1.0,173,9.6,2023
Equanimeous St. Brown,2560883,WR,CHI,,,,,,5.0,62.0,,,,,,27.42,,5.0,5.0,5.0,6.0,83.0,,,,178,8.7,2023
Chris Conley,2552652,WR,SF,,,,,,3.0,69.0,,,,,,31.28,,3.0,3.0,3.0,6.0,50.0,1.0,,,179,8.4,2023
Laquon Treadwell,2555214,WR,BAL,,,,,,1.0,16.0,,,,,,27.33,,1.0,1.0,1.0,3.0,33.0,,,,193,4.2,2023
Willie Snead,2550256,WR,SF,,,,,,2.0,14.0,,,,,,31.28,,2.0,2.0,2.0,3.0,67.0,1.0,1.0,,198,2.4,2023
