PlayerName,PlayerId,Pos,Team,PassingYDS,PassingTD,PassingInt,RushingYDS,RushingTD,ReceivingRec,ReceivingYDS,ReceivingTD,RetTD,FumTD,2PT,Fum,FanPtsAgainst-pts,TouchCarries,TouchReceptions,Touches,TargetsReceptions,Targets,ReceptionPercentage,RzTarget,RzTouch,RzG2G,Rank,TotalPoints,Year
Ameer Abdullah,2552374,RB,CAR,,,,574.0,2.0,23.0,162.0,1.0,,,,5.0,4.23,136.0,23.0,159.0,23.0,36.0,64.0,6.0,17.0,3.0,12,101.9,2015
Kyle Juszczyk,2540230,RB,SF,,,,3.0,,41.0,321.0,4.0,,,,,3.78,2.0,41.0,43.0,41.0,56.0,73.0,10.0,8.0,7.0,17,80.3,2015
Michael Burton,2552636,RB,KC,,,,2.0,,5.0,27.0,1.0,,,,,,,,,,,,,,,25,17.3,2015
Cordarrelle Patterson,2540145,RB,ATL,,,,15.0,,2.0,10.0,,2.0,,,1.0,3.93,2.0,2.0,4.0,2.0,2.0,100.0,,,,27,13.5,2015
Ezekiel Elliott,2555224,RB,DAL,,,,1631.0,15.0,32.0,363.0,1.0,,,,5.0,4.04,322.0,32.0,354.0,32.0,40.0,80.0,3.0,42.0,22.0,2,305.87,2016
Derrick Henry,2556075,RB,TEN,,,,490.0,5.0,13.0,137.0,,,,,,4.65,110.0,13.0,123.0,13.0,15.0,87.0,3.0,24.0,8.0,21,99.2,2016
Cordarrelle Patterson,2540145,RB,ATL,,,,43.0,,52.0,453.0,2.0,1.0,,,2.0,7.08,7.0,52.0,59.0,52.0,70.0,74.0,9.0,5.0,6.0,22,98.9,2016
Kyle Juszczyk,2540230,RB,SF,,,,22.0,1.0,37.0,266.0,,,,1.0,,4.09,5.0,37.0,42.0,37.0,49.0,76.0,6.0,5.0,2.0,24,62.9,2016
Ameer Abdullah,2552374,RB,CAR,,,,101.0,,5.0,57.0,1.0,,,,,11.46,18.0,5.0,23.0,5.0,5.0,100.0,1.0,3.0,,31,24.3,2016
Alvin Kamara,2558019,RB,NO,,,,728.0,8.0,81.0,826.0,5.0,1.0,,1.0,1.0,10.38,120.0,81.0,201.0,81.0,100.0,81.0,17.0,39.0,14.0,3,279.9,2017
Christian McCaffrey,2557997,RB,CAR,,,,435.0,2.0,80.0,651.0,5.0,,,,2.0,8.07,117.0,80.0,197.0,80.0,113.0,71.0,13.0,26.0,10.0,10,192.6,2017
Ezekiel Elliott,2555224,RB,DAL,,,,983.0,7.0,26.0,269.0,2.0,,,,1.0,8.53,242.0,26.0,268.0,26.0,38.0,68.0,3.0,43.0,18.0,11,190.2,2017
Jamaal Williams,2558204,RB,DET,,,,556.0,4.0,25.0,262.0,2.0,,,,,9.13,153.0,25.0,178.0,25.0,34.0,74.0,3.0,23.0,10.0,19,135.4,2017
Derrick Henry,2556075,RB,TEN,,,,744.0,5.0,11.0,136.0,1.0,,,,1.0,10.27,176.0,11.0,187.0,11.0,17.0,65.0,3.0,29.0,9.0,22,127.5,2017
Austin Ekeler,2559169,RB,LAC,,,,260.0,2.0,27.0,279.0,3.0,,,,2.0,10.99,47.0,27.0,74.0,27.0,35.0,77.0,5.0,10.0,4.0,23,122.1,2017
Ameer Abdullah,2552374,RB,CAR,,,,552.0,4.0,25.0,162.0,1.0,,,,2.0,8.07,165.0,25.0,190.0,25.0,35.0,71.0,9.0,25.0,8.0,24,111.6,2017
Samaje Perine,2558138,RB,CIN,,,,603.0,1.0,22.0,182.0,1.0,,,,2.0,6.76,175.0,22.0,197.0,22.0,24.0,92.0,1.0,25.0,10.0,26,98.5,2017
Matt Breida,2558918,RB,BUF,,,,465.0,2.0,21.0,180.0,1.0,,,,1.0,11.71,105.0,21.0,126.0,21.0,36.0,58.0,4.0,14.0,3.0,29,92.0,2017
Aaron Jones,2558116,RB,GB,,,,448.0,4.0,9.0,22.0,,,,,,12.19,81.0,9.0,90.0,9.0,18.0,50.0,3.0,12.0,5.0,34,75.5,2017
Cordarrelle Patterson,2540145,RB,ATL,,,,121.0,2.0,31.0,309.0,,,,,3.0,16.26,13.0,31.0,44.0,31.0,42.0,74.0,4.0,5.0,1.0,38,71.4,2017
Kyle Juszczyk,2540230,RB,SF,,,,31.0,,33.0,315.0,1.0,,,,2.0,9.55,7.0,33.0,40.0,33.0,42.0,79.0,6.0,8.0,1.0,41,56.5,2017
James Conner,2557978,RB,ARI,,,,144.0,,,,,,,,,,,,,,,,,,,55,14.4,2017
Michael Burton,2552636,RB,KC,,,,9.0,,2.0,8.0,,,,,,,,,,,,,,,,60,3.5,2017
Christian McCaffrey,2557997,RB,CAR,50.0,1.0,,1098.0,7.0,107.0,867.0,6.0,,,,4.0,12.86,219.0,107.0,326.0,107.0,124.0,86.0,16.0,60.0,30.0,2,330.4,2018
Alvin Kamara,2558019,RB,NO,,,,883.0,14.0,81.0,709.0,4.0,,,3.0,1.0,18.33,194.0,81.0,275.0,81.0,105.0,77.0,26.0,72.0,31.0,3,311.7,2018
Ezekiel Elliott,2555224,RB,DAL,,,,1434.0,6.0,77.0,567.0,3.0,,,,6.0,12.89,304.0,77.0,381.0,77.0,95.0,81.0,17.0,51.0,19.0,4,285.0,2018
James Conner,2557978,RB,ARI,,,,973.0,12.0,55.0,497.0,1.0,,,2.0,4.0,,,,,,,,,,,5,253.6,2018
Derrick Henry,2556075,RB,TEN,14.0,,,1059.0,12.0,15.0,99.0,,,,,1.0,9.34,215.0,15.0,230.0,15.0,18.0,83.0,2.0,45.0,21.0,10,198.06,2018
Nick Chubb,2561021,RB,CLE,,,,996.0,8.0,20.0,149.0,2.0,,,,,15.87,192.0,20.0,212.0,20.0,29.0,69.0,5.0,30.0,16.0,11,192.0,2018
Austin Ekeler,2559169,RB,LAC,,,,554.0,3.0,39.0,404.0,3.0,,,,1.0,10.01,106.0,39.0,145.0,39.0,53.0,74.0,5.0,20.0,6.0,16,166.6,2018
Aaron Jones,2558116,RB,GB,,,,728.0,8.0,26.0,206.0,1.0,,,,1.0,9.86,133.0,26.0,159.0,26.0,35.0,74.0,3.0,20.0,7.0,18,158.4,2018
Matt Breida,2558918,RB,BUF,,,,814.0,3.0,27.0,261.0,2.0,,,,1.0,9.98,153.0,27.0,180.0,27.0,31.0,87.0,4.0,28.0,10.0,19,152.7,2018
Nyheim Hines,2560742,RB,IND,,,,314.0,2.0,63.0,425.0,2.0,,,,1.0,10.74,85.0,63.0,148.0,63.0,81.0,78.0,10.0,31.0,6.0,25,132.5,2018
Jamaal Williams,2558204,RB,DET,,,,464.0,3.0,27.0,210.0,,,,1.0,,8.84,121.0,27.0,148.0,27.0,41.0,66.0,3.0,16.0,7.0,33,100.9,2018
Royce Freeman,2560733,RB,HOU,,,,521.0,5.0,14.0,72.0,,,,,1.0,5.99,130.0,14.0,144.0,14.0,20.0,70.0,,18.0,6.0,34,94.3,2018
Cordarrelle Patterson,2540145,RB,ATL,,,,228.0,1.0,21.0,247.0,3.0,1.0,,,1.0,9.86,42.0,21.0,63.0,21.0,28.0,75.0,3.0,10.0,5.0,36,92.9,2018
Gus Edwards,2561324,RB,BAL,,,,718.0,2.0,2.0,20.0,,,,1.0,,13.49,137.0,2.0,139.0,2.0,2.0,100.0,,16.0,4.0,37,91.5,2018
Chase Edmonds,2560711,RB,ARI,,,,208.0,2.0,20.0,103.0,,,,,1.0,,,,,,,,,,,46,66.4,2018
Kyle Juszczyk,2540230,RB,SF,,,,30.0,,30.0,324.0,1.0,,,,2.0,18.85,8.0,30.0,38.0,30.0,41.0,73.0,6.0,6.0,2.0,50,55.8,2018
Mike Boone,2561099,RB,DEN,,,,47.0,,2.0,1.0,,,,,,12.54,11.0,2.0,13.0,2.0,3.0,67.0,,,,75,5.8,2018
Samaje Perine,2558138,RB,CIN,,,,32.0,,3.0,5.0,,,,,,12.99,8.0,3.0,11.0,3.0,4.0,75.0,1.0,1.0,,76,5.2,2018
Ameer Abdullah,2552374,RB,CAR,,,,1.0,,3.0,28.0,,,,,1.0,12.86,1.0,3.0,4.0,3.0,4.0,75.0,1.0,1.0,,77,4.1,2018
Jeremy McNichols,2557977,RB,TEN,,,,4.0,,,,,,,,,9.34,2.0,,2.0,,,,,1.0,,81,0.4,2018
Christian McCaffrey,2557997,RB,CAR,,,,1387.0,15.0,116.0,1005.0,4.0,,,1.0,1.0,12.75,287.0,116.0,403.0,116.0,141.0,82.0,14.0,66.0,31.0,1,414.6,2019
Aaron Jones,2558116,RB,GB,,,,1084.0,16.0,49.0,474.0,3.0,,,,3.0,11.75,236.0,49.0,285.0,49.0,68.0,72.0,12.0,44.0,21.0,2,291.0,2019
Ezekiel Elliott,2555224,RB,DAL,,,,1357.0,12.0,54.0,420.0,2.0,,,,3.0,9.76,301.0,54.0,355.0,54.0,71.0,76.0,12.0,68.0,26.0,3,287.1,2019
Derrick Henry,2556075,RB,TEN,,,,1540.0,16.0,18.0,206.0,2.0,,,,5.0,16.19,303.0,18.0,321.0,18.0,24.0,75.0,1.0,46.0,18.0,4,283.3,2019
Austin Ekeler,2559169,RB,LAC,,,,557.0,3.0,92.0,993.0,8.0,,,,3.0,,,,,,,,,,,6,262.0,2019
Nick Chubb,2561021,RB,CLE,,,,1494.0,8.0,36.0,278.0,,,,,3.0,15.13,298.0,36.0,334.0,36.0,49.0,73.0,4.0,52.0,29.0,7,238.9,2019
Alvin Kamara,2558019,RB,NO,13.0,,,797.0,5.0,81.0,533.0,1.0,,,,4.0,22.49,171.0,81.0,252.0,81.0,97.0,84.0,13.0,36.0,16.0,12,202.02,2019
Miles Sanders,2562722,RB,PHI,,,,818.0,3.0,50.0,509.0,3.0,,,1.0,2.0,15.48,179.0,50.0,229.0,50.0,63.0,79.0,11.0,36.0,13.0,13,191.7,2019
Josh Jacobs,2562377,RB,LV,,,,1150.0,7.0,20.0,166.0,,,,,1.0,12.38,242.0,20.0,262.0,20.0,27.0,74.0,3.0,44.0,18.0,15,184.3,2019
David Montgomery,2562502,RB,CHI,,,,889.0,6.0,25.0,185.0,1.0,,,,2.0,17.5,242.0,25.0,267.0,25.0,35.0,71.0,2.0,35.0,24.0,19,161.3,2019
Jamaal Williams,2558204,RB,DET,,,,460.0,1.0,39.0,253.0,5.0,,,,,16.53,107.0,39.0,146.0,39.0,45.0,87.0,8.0,21.0,8.0,26,133.5,2019
James Conner,2557978,RB,ARI,,,,464.0,4.0,34.0,251.0,3.0,,,,1.0,,,,,,,,,,,27,129.5,2019
Devin Singletary,2562734,RB,BUF,,,,775.0,2.0,29.0,194.0,2.0,,,,4.0,11.02,151.0,29.0,180.0,29.0,41.0,71.0,5.0,20.0,8.0,29,128.4,2019
Royce Freeman,2560733,RB,HOU,,,,496.0,3.0,43.0,256.0,1.0,,,,,12.45,132.0,43.0,175.0,43.0,50.0,86.0,6.0,30.0,9.0,31,124.4,2019
Nyheim Hines,2560742,RB,IND,,,,199.0,2.0,44.0,320.0,,2.0,,,1.0,19.1,52.0,44.0,96.0,44.0,58.0,76.0,5.0,11.0,6.0,35,101.8,2019
Matt Breida,2558918,RB,BUF,,,,623.0,1.0,19.0,120.0,1.0,,,,2.0,11.02,123.0,19.0,142.0,19.0,22.0,86.0,2.0,7.0,3.0,36,93.5,2019
Gus Edwards,2561324,RB,BAL,,,,711.0,2.0,7.0,45.0,,,,,2.0,20.05,133.0,7.0,140.0,7.0,7.0,100.0,1.0,24.0,7.0,37,93.2,2019
Chase Edmonds,2560711,RB,ARI,,,,303.0,4.0,12.0,105.0,1.0,,,,,,,,,,,,,,,38,85.2,2019
Tony Pollard,2562699,RB,DAL,,,,455.0,2.0,15.0,107.0,1.0,,,1.0,1.0,9.76,86.0,15.0,101.0,15.0,20.0,75.0,6.0,5.0,1.0,39,83.4,2019
Boston Scott,2561146,RB,PHI,,,,245.0,5.0,24.0,204.0,,,,,4.0,15.48,61.0,24.0,85.0,24.0,26.0,92.0,,12.0,7.0,43,79.9,2019
Alexander Mattison,2562682,RB,MIN,,,,462.0,1.0,10.0,82.0,,,,,1.0,,,,,,,,,,,48,64.4,2019
Dare Ogunbowale,2559362,RB,JAX,,,,17.0,2.0,35.0,286.0,,,,,2.0,13.24,11.0,35.0,46.0,35.0,47.0,74.0,7.0,11.0,11.0,51,61.7,2019
Ty Johnson,2562293,RB,NYJ,,,,273.0,,24.0,109.0,,,,,1.0,13.63,63.0,24.0,87.0,24.0,31.0,77.0,1.0,8.0,5.0,53,56.7,2019
Mike Boone,2561099,RB,DEN,,,,273.0,3.0,3.0,17.0,,,,,,10.1,49.0,3.0,52.0,3.0,4.0,75.0,1.0,13.0,8.0,55,54.4,2019
Justice Hill,2562407,RB,BAL,,,,225.0,2.0,8.0,70.0,,,,,,20.05,58.0,8.0,66.0,8.0,15.0,53.0,3.0,13.0,2.0,58,47.2,2019
Ameer Abdullah,2552374,RB,CAR,,,,115.0,,15.0,88.0,1.0,,,,1.0,12.75,23.0,15.0,38.0,15.0,21.0,71.0,2.0,4.0,,62,42.8,2019
Kyle Juszczyk,2540230,RB,SF,,,,7.0,,20.0,239.0,1.0,,,,,12.12,3.0,20.0,23.0,20.0,24.0,83.0,7.0,8.0,3.0,64,42.07,2019
Cordarrelle Patterson,2540145,RB,ATL,,,,103.0,,11.0,83.0,,1.0,,,,9.01,17.0,11.0,28.0,11.0,17.0,65.0,5.0,7.0,5.0,65,39.4,2019
Myles Gaskin,2562270,RB,MIA,,,,133.0,1.0,7.0,51.0,,,,,,16.39,36.0,7.0,43.0,7.0,12.0,58.0,2.0,6.0,2.0,72,27.9,2019
D'Ernest Johnson,2563327,RB,CLE,,,,21.0,,6.0,71.0,,,,,,15.13,4.0,6.0,10.0,6.0,7.0,86.0,,,,75,22.3,2019
Alec Ingold,2562288,RB,LV,,,,17.0,,6.0,44.0,1.0,,,,,12.38,10.0,6.0,16.0,6.0,6.0,100.0,2.0,5.0,2.0,78,18.6,2019
Samaje Perine,2558138,RB,CIN,,,,16.0,,,,,,,,,11.06,5.0,,5.0,,,,,,,91,7.5,2019
Alvin Kamara,2558019,RB,NO,,,,932.0,16.0,83.0,756.0,5.0,,,,1.0,22.67,187.0,83.0,270.0,83.0,107.0,78.0,17.0,57.0,29.0,1,340.7,2020
Derrick Henry,2556075,RB,TEN,,,,2027.0,17.0,19.0,114.0,,,,1.0,3.0,21.16,378.0,19.0,397.0,19.0,31.0,61.0,1.0,65.0,30.0,2,322.6,2020
David Montgomery,2562502,RB,CHI,,,,1070.0,8.0,54.0,438.0,2.0,,,1.0,1.0,27.91,247.0,54.0,301.0,54.0,68.0,79.0,12.0,53.0,23.0,4,239.5,2020
Jonathan Taylor,2564148,RB,IND,,,,1169.0,11.0,36.0,299.0,1.0,,,,1.0,25.59,232.0,36.0,268.0,36.0,39.0,92.0,5.0,52.0,19.0,5,236.5,2020
Aaron Jones,2558116,RB,GB,,,,1104.0,9.0,47.0,355.0,2.0,,,,2.0,20.82,201.0,47.0,248.0,47.0,63.0,75.0,10.0,44.0,24.0,6,232.4,2020
James Robinson,2564223,RB,JAX,,,,1070.0,7.0,49.0,344.0,3.0,,,1.0,3.0,21.11,240.0,49.0,289.0,49.0,60.0,82.0,6.0,37.0,11.0,7,224.6,2020
Josh Jacobs,2562377,RB,LV,,,,1065.0,12.0,33.0,238.0,,,,,2.0,20.44,273.0,33.0,306.0,33.0,45.0,73.0,3.0,66.0,32.0,8,214.8,2020
Nick Chubb,2561021,RB,CLE,,,,1067.0,12.0,16.0,150.0,,,,,1.0,30.86,190.0,16.0,206.0,16.0,18.0,89.0,2.0,39.0,19.0,10,199.7,2020
Ezekiel Elliott,2555224,RB,DAL,,,,979.0,6.0,52.0,338.0,2.0,,,1.0,6.0,18.78,244.0,52.0,296.0,52.0,71.0,73.0,7.0,51.0,29.0,11,199.4,2020
Antonio Gibson,2565276,RB,WAS,,,,795.0,11.0,36.0,247.0,,,,,2.0,22.98,170.0,36.0,206.0,36.0,44.0,82.0,3.0,31.0,16.0,12,185.9,2020
D'Andre Swift,2563965,RB,DET,,,,521.0,8.0,46.0,357.0,2.0,,,,3.0,31.27,114.0,46.0,160.0,46.0,57.0,81.0,9.0,26.0,18.0,18,164.8,2020
Nyheim Hines,2560742,RB,IND,,,,380.0,3.0,63.0,482.0,4.0,,,1.0,,25.59,89.0,63.0,152.0,63.0,76.0,83.0,12.0,36.0,14.0,19,163.4,2020
Clyde Edwards-Helaire,2564271,RB,KC,,,,803.0,4.0,36.0,297.0,1.0,,,,,,,,,,,,,,,21,158.8,2020
J.K. Dobbins,2563548,RB,BAL,,,,805.0,9.0,18.0,120.0,,,,2.0,2.0,20.62,134.0,18.0,152.0,18.0,24.0,75.0,1.0,28.0,10.0,22,157.5,2020
Miles Sanders,2562722,RB,PHI,,,,867.0,6.0,28.0,197.0,,,,2.0,4.0,23.07,164.0,28.0,192.0,28.0,52.0,54.0,1.0,26.0,12.0,23,157.03,2020
James Conner,2557978,RB,ARI,,,,721.0,6.0,35.0,215.0,,,,,2.0,,,,,,,,,,,26,147.6,2020
Myles Gaskin,2562270,RB,MIA,,,,584.0,3.0,41.0,388.0,2.0,,,,2.0,23.29,142.0,41.0,183.0,41.0,47.0,87.0,7.0,42.0,21.0,27,143.7,2020
Chase Edmonds,2560711,RB,ARI,,,,448.0,1.0,53.0,402.0,4.0,,,,2.0,,,,,,,,,,,28,140.2,2020
Austin Ekeler,2559169,RB,LAC,,,,530.0,1.0,54.0,403.0,2.0,,,,1.0,22.11,116.0,54.0,170.0,54.0,65.0,83.0,10.0,27.0,14.0,30,139.0,2020
Gus Edwards,2561324,RB,BAL,,,,723.0,6.0,9.0,129.0,,,,,1.0,20.62,144.0,9.0,153.0,9.0,13.0,69.0,1.0,27.0,11.0,32,128.9,2020
Devin Singletary,2562734,RB,BUF,,,,687.0,2.0,38.0,269.0,,,,,1.0,21.91,156.0,38.0,194.0,38.0,50.0,76.0,7.0,27.0,7.0,33,126.3,2020
Jamaal Williams,2558204,RB,DET,,,,505.0,2.0,31.0,236.0,1.0,,,2.0,,31.27,119.0,31.0,150.0,31.0,35.0,89.0,3.0,27.0,10.0,39,115.0,2020
Tony Pollard,2562699,RB,DAL,,,,435.0,4.0,28.0,193.0,1.0,,,,,18.78,101.0,28.0,129.0,28.0,40.0,70.0,8.0,19.0,4.0,41,110.2,2020
Cam Akers,2564319,RB,LA,,,,625.0,2.0,11.0,123.0,1.0,,,,1.0,18.54,145.0,11.0,156.0,11.0,14.0,79.0,2.0,33.0,19.0,43,96.3,2020
Zack Moss,2563617,RB,BUF,,,,481.0,4.0,14.0,95.0,1.0,,,,,21.91,112.0,14.0,126.0,14.0,18.0,78.0,2.0,30.0,16.0,45,94.6,2020
Raheem Mostert,2553728,RB,SF,,,,521.0,2.0,16.0,156.0,1.0,,,,1.0,19.13,104.0,16.0,120.0,16.0,19.0,84.0,,11.0,7.0,47,91.7,2020
Joe Mixon,2557976,RB,CIN,,,,428.0,3.0,21.0,138.0,1.0,,,,1.0,24.64,119.0,21.0,140.0,21.0,26.0,81.0,3.0,20.0,7.0,49,90.8,2020
Christian McCaffrey,2557997,RB,CAR,,,,225.0,5.0,17.0,149.0,1.0,,,,,26.65,59.0,17.0,76.0,17.0,19.0,89.0,1.0,15.0,3.0,51,84.4,2020
Boston Scott,2561146,RB,PHI,,,,374.0,1.0,25.0,212.0,1.0,,,,2.0,23.07,80.0,25.0,105.0,25.0,36.0,69.0,5.0,16.0,6.0,52,80.8,2020
Alexander Mattison,2562682,RB,MIN,,,,434.0,2.0,13.0,125.0,1.0,,,,,25.47,96.0,13.0,109.0,13.0,15.0,87.0,,24.0,10.0,54,80.4,2020
Joshua Kelley,2565054,RB,LAC,,,,354.0,2.0,23.0,148.0,,,,,2.0,22.11,111.0,23.0,134.0,23.0,23.0,100.0,2.0,24.0,13.0,59,71.4,2020
Kyle Juszczyk,2540230,RB,SF,,,,64.0,2.0,19.0,202.0,4.0,,,,1.0,19.13,17.0,19.0,36.0,19.0,29.0,66.0,9.0,11.0,6.0,60,70.1,2020
Cordarrelle Patterson,2540145,RB,ATL,,,,232.0,1.0,21.0,132.0,,1.0,,,,27.03,64.0,21.0,85.0,21.0,25.0,84.0,3.0,11.0,3.0,62,65.8,2020
Samaje Perine,2558138,RB,CIN,,,,301.0,3.0,11.0,66.0,,,,,,24.64,63.0,11.0,74.0,11.0,12.0,92.0,5.0,20.0,6.0,64,64.4,2020
Ty Johnson,2562293,RB,NYJ,,,,254.0,1.0,16.0,99.0,1.0,,,,,18.69,54.0,16.0,70.0,16.0,21.0,76.0,1.0,11.0,4.0,71,56.1,2020
DeeJay Dallas,2565144,RB,SEA,,,,108.0,2.0,17.0,111.0,1.0,,,,,21.21,34.0,17.0,51.0,17.0,20.0,85.0,3.0,15.0,8.0,73,50.9,2020
Dare Ogunbowale,2559362,RB,JAX,,,,145.0,,10.0,54.0,,,,,,21.11,32.0,10.0,42.0,10.0,20.0,50.0,1.0,3.0,1.0,78,41.8,2020
A.J. Dillon,2563986,RB,GB,,,,242.0,2.0,2.0,21.0,,,,,,20.82,46.0,2.0,48.0,2.0,2.0,100.0,1.0,5.0,2.0,80,39.3,2020
Matt Breida,2558918,RB,BUF,,,,254.0,,9.0,96.0,,,,,2.0,21.91,59.0,9.0,68.0,9.0,10.0,90.0,,8.0,1.0,82,39.0,2020
Jeremy McNichols,2557977,RB,TEN,,,,204.0,1.0,12.0,55.0,,,,,,21.16,47.0,12.0,59.0,12.0,17.0,71.0,6.0,12.0,3.0,83,37.9,2020
Royce Freeman,2560733,RB,HOU,,,,170.0,,12.0,81.0,,,,,,31.99,35.0,12.0,47.0,12.0,13.0,92.0,4.0,7.0,1.0,85,36.2,2020
Travis Homer,2562665,RB,SEA,,,,88.0,,9.0,90.0,1.0,,,,,21.21,25.0,9.0,34.0,9.0,10.0,90.0,1.0,3.0,2.0,86,33.4,2020
Ameer Abdullah,2552374,RB,CAR,,,,42.0,,8.0,58.0,2.0,,,,,26.65,8.0,8.0,16.0,8.0,9.0,89.0,3.0,3.0,2.0,90,29.4,2020
JaMycal Hasty,2565108,RB,SF,,,,148.0,1.0,7.0,33.0,,,,,1.0,19.13,39.0,7.0,46.0,7.0,8.0,88.0,,5.0,3.0,91,29.0,2020
Justice Hill,2562407,RB,BAL,,,,60.0,,5.0,20.0,,,,,,20.62,12.0,5.0,17.0,5.0,5.0,100.0,2.0,4.0,3.0,92,28.3,2020
Alec Ingold,2562288,RB,LV,,,,4.0,,12.0,110.0,1.0,,,,,20.44,3.0,12.0,15.0,12.0,17.0,71.0,3.0,3.0,3.0,95,26.1,2020
Mike Boone,2561099,RB,DEN,,,,59.0,1.0,2.0,10.0,,,,,,17.59,11.0,2.0,13.0,2.0,2.0,100.0,,6.0,5.0,97,25.0,2020
Ke'Shawn Vaughn,2565258,RB,TB,,,,109.0,,5.0,34.0,1.0,,,,1.0,24.61,26.0,5.0,31.0,5.0,10.0,50.0,2.0,4.0,2.0,100,21.8,2020
D'Ernest Johnson,2563327,RB,CLE,,,,166.0,,3.0,14.0,,,,,1.0,30.86,33.0,3.0,36.0,3.0,4.0,75.0,1.0,1.0,,106,19.3,2020
Trayveon Williams,2562600,RB,CIN,,,,157.0,,5.0,30.0,,,,,1.0,24.64,26.0,5.0,31.0,5.0,5.0,100.0,,1.0,,108,19.2,2020
Darrynton Evans,2564043,RB,TEN,,,,54.0,,2.0,27.0,1.0,,,,,21.16,14.0,2.0,16.0,2.0,4.0,50.0,1.0,6.0,4.0,111,16.8,2020
Patrick Ricard,2558990,RB,BAL,,,,-1.0,,9.0,45.0,1.0,,,,1.0,20.62,1.0,9.0,10.0,9.0,12.0,75.0,4.0,5.0,2.0,118,14.6,2020
Saquon Barkley,2560968,RB,NYG,,,,34.0,,6.0,60.0,,,,,,24.56,19.0,6.0,25.0,6.0,9.0,67.0,2.0,4.0,2.0,123,12.4,2020
J.J. Taylor,2564640,RB,NE,,,,110.0,,1.0,4.0,,,,,,21.58,23.0,1.0,24.0,1.0,2.0,50.0,1.0,4.0,1.0,127,11.9,2020
Michael Burton,2552636,RB,KC,,,,18.0,,4.0,28.0,,,,,,,,,,,,,,,,136,8.3,2020
Rico Dowdle,2565295,RB,DAL,,,,24.0,,,,,,,,,18.78,7.0,,7.0,,,,,1.0,,141,6.5,2020
Jonathan Taylor,2564148,RB,IND,,,,1811.0,18.0,40.0,360.0,2.0,,,,4.0,22.18,332.0,40.0,372.0,40.0,51.0,78.0,3.0,92.0,40.0,1,352.1,2021
Austin Ekeler,2559169,RB,LAC,,,,911.0,12.0,70.0,647.0,8.0,,,2.0,4.0,25.36,206.0,70.0,276.0,70.0,94.0,74.0,17.0,63.0,24.0,2,306.8,2021
Najee Harris,2566448,RB,PIT,,,,1200.0,7.0,74.0,467.0,3.0,,,,,19.92,307.0,74.0,381.0,74.0,94.0,79.0,15.0,38.0,19.0,3,269.73,2021
Joe Mixon,2557976,RB,CIN,,,,1205.0,13.0,42.0,314.0,3.0,,,,2.0,20.18,292.0,42.0,334.0,42.0,48.0,88.0,7.0,48.0,26.0,4,267.7,2021
James Conner,2557978,RB,ARI,,,,752.0,15.0,37.0,375.0,3.0,,,,2.0,26.38,202.0,37.0,239.0,37.0,39.0,95.0,2.0,44.0,26.0,5,237.9,2021
Ezekiel Elliott,2555224,RB,DAL,4.0,,,1002.0,10.0,47.0,287.0,2.0,,,3.0,1.0,22.43,237.0,47.0,284.0,47.0,65.0,72.0,17.0,50.0,19.0,6,232.26,2021
Alvin Kamara,2558019,RB,NO,,,,898.0,4.0,47.0,439.0,5.0,,,,,23.02,240.0,47.0,287.0,47.0,67.0,70.0,14.0,50.0,22.0,8,213.9,2021
Cordarrelle Patterson,2540145,RB,ATL,,,,618.0,6.0,52.0,548.0,5.0,,,,2.0,17.01,153.0,52.0,205.0,52.0,69.0,75.0,12.0,42.0,10.0,9,208.1,2021
Nick Chubb,2561021,RB,CLE,,,,1259.0,8.0,20.0,174.0,1.0,,,,2.0,21.17,228.0,20.0,248.0,20.0,25.0,80.0,1.0,42.0,17.0,10,206.0,2021
Antonio Gibson,2565276,RB,WAS,,,,1037.0,7.0,42.0,294.0,3.0,,,1.0,6.0,23.31,258.0,42.0,300.0,42.0,52.0,81.0,6.0,52.0,24.0,11,205.8,2021
Aaron Jones,2558116,RB,GB,,,,799.0,4.0,52.0,391.0,6.0,,,,2.0,26.16,171.0,52.0,223.0,52.0,65.0,80.0,15.0,45.0,15.0,13,201.0,2021
Josh Jacobs,2562377,RB,LV,,,,872.0,9.0,54.0,348.0,,,,,2.0,24.49,217.0,54.0,271.0,54.0,64.0,84.0,6.0,42.0,22.0,14,200.7,2021
Javonte Williams,2566049,RB,DEN,,,,903.0,4.0,43.0,316.0,3.0,,,,2.0,20.65,203.0,43.0,246.0,43.0,53.0,81.0,8.0,37.0,23.0,16,184.1,2021
Derrick Henry,2556075,RB,TEN,5.0,1.0,,937.0,10.0,18.0,154.0,,,,1.0,1.0,25.67,219.0,18.0,237.0,18.0,20.0,90.0,2.0,36.0,14.0,17,183.3,2021
D'Andre Swift,2563965,RB,DET,,,,617.0,5.0,62.0,452.0,2.0,,,,2.0,19.51,151.0,62.0,213.0,62.0,78.0,79.0,11.0,27.0,14.0,20,175.9,2021
David Montgomery,2562502,RB,CHI,,,1.0,849.0,7.0,42.0,301.0,,,,,1.0,23.39,225.0,42.0,267.0,42.0,51.0,82.0,8.0,50.0,22.0,21,175.8,2021
Devin Singletary,2562734,RB,BUF,,,,870.0,7.0,40.0,228.0,1.0,,,,5.0,29.99,188.0,40.0,228.0,40.0,50.0,80.0,6.0,46.0,19.0,22,171.5,2021
